"",,,,,,,S Myrtle Ave / E,
10-18605T,11/19,0149 hrs,11/19 0149 hrs,11/19,0154 hrs,Driving with a Suspended License,,Cleared by Arrest
"",,,,,,,University Dr,
"",,,,,,,E Apache Blvd / N,
10-18609T,11/19,0217 hrs,11/19 0217 hrs,11/19,0242 hrs,Under 21 with Alcohol in the Body,,Cleared by Arrest
"",,,,,,,Paseo Del Saber,
"",,,,,,,Farmer Education,
10-18618T,11/19,0902 hrs,11/19 0850 hrs,11/19,0900 hrs,Theft,,Pending
"",,,,,,,Building,
"",,,,,,,University Center,
10-18622T,11/19,0958 hrs,9/9 1700 hrs,9/10,0800 hrs,Theft,,Pending
"",,,,,,,Building (UCB),
10-18642T,11/19,1606 hrs,11/3 2230 hrs,11/4,1000 hrs,Theft,Memorial Union,Pending
10-18646T,11/19,1706 hrs,11/18 1630 hrs,11/19,0830 hrs,Bicycle Theft,Rosewood Hall,Pending
"",,,,,,,E 15th St / S McAllister,Arrest with Charges
10-18668T,11/19,2254 hrs,11/19 2254 hrs,11/19,2317 hrs,Possession of Paraphernalia,,
"",,,,,,,Ave,Pending
"",,,,,,Trespassing / Disorderly Conduct / Under 21,,
10-18670T,11/19,2315 hrs,11/19 2315 hrs,11/19,2348 hrs,,Cereus Hall,Cleared by Arrest
"",,,,,,W/Alcohol in Body,,
"",,,,,,Under 21 Possession of Alcohol / Possession of,E 15th St / S McAllister,
10-18672T,11/19,2341 hrs,11/19 2341 hrs,11/19,0041 hrs,,,Cleared by Arrest
"",,,,,,Paraphernalia / Possession of Marijuana,Ave,
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
"",,,,,,Under 21 W/Alcohol in the Body / False info to Law,,
10-18676T,11/20,0001 hrs,11/20 0001 hrs,11/20,0037 hrs,,Vista del Sol,Cleared by Arrest
"",,,,,,Enforcement,,
10-18682E,11/20,0212 hrs,11/20 0212 hrs,11/20,0245 hrs,Under 21 W/Alcohol in the Body,Mustang Hall,Cleared by Arrest
10-18684T,11/20,0245 hrs,11/20 0245 hrs,11/20,0255 hrs,Under 21 W/Alcohol in the Body,Hassayampa I,Cleared by Arrest
10-18686T,11/20,0328 hrs,11/20 0328 hrs,11/20,0338 hrs,Under 21 W/Alcohol in the Body,Vista del Sol,Cleared by Arrest
"",,,,,,,S Forest Ave / E Lemon,
10-18688T,11/20,0338 hrs,11/20 0338 hrs,11/20,0514 hrs,Under 21 W/Alcohol in the Body,,Cleared by Arrest
"",,,,,,,St,
10-18707T,11/20,1313 hrs,11/20 0000 hrs,11/20,1100 hrs,Criminal Damage,Gammage,Pending
10-18709T,11/20,1415 hrs,11/20 1415 hrs,11/20,1453 hrs,Warrant Arrest,Wells Fargo Arena,Cleared by Arrest
10-18710W,11/20,1420 hrs,11/20 1400 hrs,11/20,1400 hrs,Criminal Damage,5001 W Wood Dr,Pending
